Text,sentiment
"ઉત્તરપ્રદેશના કાનપુરમાં એક યુવતીએ પાર્કિંગમાં પડેલા વાહનો પર કાર ચડાઈ દીધી...જુઓ વિડિયો
… ",negative
,
"આસારામનું ટ્રસ્ટ 'બંદા' ફિલ્મથી નારાજ
… ",negative
,
,
,
,
"ગૂગલના રિપોર્ટમાં ખુલાસો ,ભારતીયો સમાચાર વાંચવા આ પ્લેટફોર્મનો ઉપયોગ કરે છે.
… ",negative
"અમદાવાદમાં 50 હજાર ચોરસ મીટર જગ્યામાં બનશે કેવડિયા જેવું 'આરોગ્ય વન'
 ",positive
"ઈમરાન ખાનની ધરપકડ બાદ: પાકિસ્તાન ક્રોધની જાળમાં લપેટાયું
… ",negative
,
"એક્સપ્રેસ હાઇવેમાં જનારી જમીનના વળતર મુદ્દે સુરત-ભરૂચ જિલ્લા બોર્ડર પર ખેડૂતોનો ઉગ્ર વિરોધ
 ",negative
"કલોલ ગાંધીનગર પાસે માર્ગ અકસ્માતમાં 5  લોકોના મૃત્યુ ના સમાચાર સાંભળતા ખુબ જ દુઃખ થયું.

ભગવાન દિવંગત આત્માઓને શાં… ",negative
,
"પીવાનું પાણી ન મળતાં સુરેન્દ્રનગર-લીંબડી હાઈવે પર મહિલાઓએ કર્યો ચક્કાજામ
 ",negative
"બુલેટ વેચવા જેવી નજીવી બાબતે સુરતના લિંબાયતમાં 19 વર્ષના યુવકની હત્યા
 ",negative
ભચાઉ માં આવેલ દાત નાંાખાના માં લાગી આગ..ાઉ ફાયર બ્રિગેડ ટીમ ધટના સ્થળે દોડી આવ્યા..,negative
"સુરતમાં વિધર્મી શખ્સે હિંદુ યુવતીને આપી મારી નાખવાની ધમકી, પોલીસે કરી ધરપકડ 
 ",negative
"પીવાનું પાણી ન મળતાં સુરેન્દ્રનગર-લીંબડી હાઈવે પર મહિલાઓએ કર્યો ચક્કાજામ
 ",negative
"ના હોય ! પાર્ટી આપીને છટણી કરી નાખી
… ",negative
,
,
,
રાજકોટ મધ્યસ્થ જેલમાં રહેલા પાકા કામ ના કેદીને તેમના ભાભીએ કપડાની થેલીમાં આડી અવળી સિલાય કરી કપડાં મોકલ્યા હતા..…,negative
"આણંદના ઓડ ગામે આખલાની ઠોકરે વધુ એક યુવકનું મોત
 ",negative
,
"નરોડા જીઆઈડીસીમાં પ્લાસ્ટિકની ફેકટરીમાં ભીષણ આગ
… ",negative
"વલસાડમાં અરુણોદય સાર્વજનીક વિદ્યાલયનો ઈન્ચાર્જ આચાર્ય 50 હજારની લાંચ લેતા ઝડપાયો
 ",negative
Delhi Liquor Policy Case: દિલ્હી સરકારની લીકર પોલિસી સાથે જોડાયેલા કૌભાંડને કારણે છેલ્લા ઘણા સમયથી AAP ના બે નેતાઓ…,negative
રાજકોટ: ધ કેરલા સ્ટોરી ફિલ્મ નિહાળ્યા બાદ લોકોએ લગાવ્યા  જય જય શ્રી રામ અને છત્રપતિ શિવાજી મહારાજ કી જયના નારા,positive
"નરોડા જીઆઈડીસીમાં પ્લાસ્ટિકની ફેકટરીમાં ભીષણ આગ 

ફાયરબ્રિગેડની ટીમ ઘટના સ્થળે : આગ પર કાબૂ મેળવ્યો 
… ",negative
"પત્નીની હત્યા કરી પતિનો ઝેર પી આપઘાત


 ",negative
,
,
,
,
,
,
"ગુજરાત સરકારમાં પણ હવે Jio ની એન્ટ્રી થઈ, Vodafone Idea આઉટ


… ",negative
"કુસ્તીબાજોની હડતાળના સ્થળે બેરિકેડ્સનું કરાયું વેલ્ડિંગ, ખેડૂતોએ કર્યો હતો હોબાળો

 ",negative
,
"RRRએ ફરી એકવાર ઈતિહાસ રચ્યો, ફિલ્મે જાપાનમાં ધૂમ મચાવી


… ",positive
,
,
"‘The Kerala Story’ પર બંગાળમાં પ્રતિબંધ , CM મમતાએ કહ્યું- ફિલ્મની વાર્તા બનાવટી

 ",negative
,
,
,
,
,
,
,
,
,
,
અરૂણોદય સાર્વજનિક વિદ્યાલયના આચાર્ય દિલીપભાઈ પટેલને એસીબીએ લાંચ લેતા રંગે હાથ પકડ્યા,negative
,
"રાજસ્થાનમાં સેનાનુ મિગ-21 વિમાન થયુ ક્રેશ, દુર્ઘટનામાં 2 નાગરિકોના મોત",negative
તાલુકા ભાજપના ઉપપ્રમુખ શૈલેષ પટેલની અજાણ્યા શખ્સો દ્વારા ફાયરિંગ કરી હત્યા,negative
"બનાસકાંઠાના પાલનપુરના કોર્ટ સંકુલમાં વગર હેલ્મેટે આવતા વકીલો દંડાતા ભારે રોષ 
 ",negative
,
પંચમહાલમાં વાસ્મોની નલ સે જલ યોજનામાં ભ્રષ્ટાચાર થયો હોવાના ZEE 24 કલાકના અહેવાલને વિધાનસભાના ઉપાધ્યક્ષ જેઠા ભરવાડ…,negative
,
"આણંદના ઓડ ગામે આખલાની ઠોકરે વધુ એક યુવકનું મોત
 ",negative
,
"નરોડા જીઆઈડીસીમાં પ્લાસ્ટિકની ફેકટરીમાં ભીષણ આગ
… ",negative
"વલસાડમાં અરુણોદય સાર્વજનીક વિદ્યાલયનો ઈન્ચાર્જ આચાર્ય 50 હજારની લાંચ લેતા ઝડપાયો
 ",negative
,
,
,
,
,
"Shailesh Patel : ગુજરાતમાં ભાજપના વલસાડ ઉપપ્રમુખ શૈલેષ પટેલની ગોળી મારી હત્યા કરી દેવામાં આવી છે
… ",negative
,
"આગામી 5 દિવસ અમદાવાદનું તાપમાન 42 ડિગ્રી રહશે, આ બે દિવસ રેડ એલર્ટ જાહેર !
… ",negative
,
"Surat ના પાંડેસરામાં વીજ કરંટ લાગવાથી એક યુવકનું મોત
… ",negative
,
,
,
"પંજાબના અમૃતસરમાં ગોલ્ડન ટેમ્પલ પાસે આજે સવારે વધુ એક વિસ્ફોટ , એક વ્યક્તિ ઇજાગ્રસ્ત
",negative
